year,station_no,station_name,josha_num,ward_office,meijo,meiko,kamiida,higashiyama,tsurumai,sakuradori,aonami,tokaido,chuo,kansai,meitetsu,kintetsu,lines
2015,70,川名,1996137,0,,,,,1,,,,,,,,1
1991,71,いりなか,3632472,0,,,,,1,,,,,,,,1
1992,71,いりなか,3549946,0,,,,,1,,,,,,,,1
1993,71,いりなか,3572420,0,,,,,1,,,,,,,,1
1994,71,いりなか,3484716,0,,,,,1,,,,,,,,1
1995,71,いりなか,3517137,0,,,,,1,,,,,,,,1
1996,71,いりなか,3564984,0,,,,,1,,,,,,,,1
1997,71,いりなか,3667531,0,,,,,1,,,,,,,,1
1998,71,いりなか,3822759,0,,,,,1,,,,,,,,1
1999,71,いりなか,3774603,0,,,,,1,,,,,,,,1
2000,71,いりなか,3872345,0,,,,,1,,,,,,,,1
2001,71,いりなか,5957099,0,,,,,1,,,,,,,,1
2002,71,いりなか,4311543,0,,,,,1,,,,,,,,1
2003,71,いりなか,3949068,0,,,,,1,,,,,,,,1
2004,71,いりなか,2831220,0,,,,,1,,,,,,,,1
2005,71,いりなか,2664289,0,,,,,1,,,,,,,,1
2006,71,いりなか,2709581,0,,,,,1,,,,,,,,1
2007,71,いりなか,2701426,0,,,,,1,,,,,,,,1
2008,71,いりなか,2759197,0,,,,,1,,,,,,,,1
2009,71,いりなか,2723242,0,,,,,1,,,,,,,,1
2010,71,いりなか,2882630,0,,,,,1,,,,,,,,1
2011,71,いりなか,2489562,0,,,,,1,,,,,,,,1
2012,71,いりなか,2521816,0,,,,,1,,,,,,,,1
2013,71,いりなか,2614891,0,,,,,1,,,,,,,,1
2014,71,いりなか,2589814,0,,,,,1,,,,,,,,1
2015,71,いりなか,2613444,0,,,,,1,,,,,,,,1
1991,72,八事,3869963,0,,,,,1,,,,,,,,1
1992,72,八事,3406084,0,,,,,1,,,,,,,,1
1993,72,八事,3717854,0,,,,,1,,,,,,,,1
1994,72,八事,3598441,0,,,,,1,,,,,,,,1
1995,72,八事,4240513,0,,,,,1,,,,,,,,1
1996,72,八事,3909293,0,,,,,1,,,,,,,,1
1997,72,八事,4347350,0,,,,,1,,,,,,,,1
1998,72,八事,4100077,0,,,,,1,,,,,,,,1
1999,72,八事,4472549,0,,,,,1,,,,,,,,1
2000,72,八事,4140021,0,,,,,1,,,,,,,,1
2001,72,八事,4604774,0,,,,,1,,,,,,,,1
2002,72,八事,4848927,0,,,,,1,,,,,,,,1
2003,72,八事,5290862,0,,,,,1,,,,,,,,1
2004,72,八事,3798773,0,,,,,1,,,,,,,,1
2005,72,八事,3322160,0,,,,,1,,,,,,,,1
2006,72,八事,3338213,0,,,,,1,,,,,,,,1
2007,72,八事,3438125,0,,,,,1,,,,,,,,1
2008,72,八事,3514950,0,,,,,1,,,,,,,,1
2009,72,八事,3421513,0,,,,,1,,,,,,,,1
2010,72,八事,2446169,0,,,,,1,,,,,,,,1
2011,72,八事,3367615,0,,,,,1,,,,,,,,1
2012,72,八事,3481940,0,,,,,1,,,,,,,,1
2013,72,八事,3592025,0,,,,,1,,,,,,,,1
2014,72,八事,3634742,0,,,,,1,,,,,,,,1
2015,72,八事,3876759,0,,,,,1,,,,,,,,1
1991,73,塩釜口,3691240,0,,,,,1,,,,,,,,1
1992,73,塩釜口,3557833,0,,,,,1,,,,,,,,1
1993,73,塩釜口,3558169,0,,,,,1,,,,,,,,1
1994,73,塩釜口,3441676,0,,,,,1,,,,,,,,1
1995,73,塩釜口,3605484,0,,,,,1,,,,,,,,1
1996,73,塩釜口,3546673,0,,,,,1,,,,,,,,1
1997,73,塩釜口,3692410,0,,,,,1,,,,,,,,1
1998,73,塩釜口,3645854,0,,,,,1,,,,,,,,1
1999,73,塩釜口,3605901,0,,,,,1,,,,,,,,1
2000,73,塩釜口,3551693,0,,,,,1,,,,,,,,1
2001,73,塩釜口,3892603,0,,,,,1,,,,,,,,1
2002,73,塩釜口,4208449,0,,,,,1,,,,,,,,1
2003,73,塩釜口,4012190,0,,,,,1,,,,,,,,1
2004,73,塩釜口,3815999,0,,,,,1,,,,,,,,1
2005,73,塩釜口,4208094,0,,,,,1,,,,,,,,1
2006,73,塩釜口,4472991,0,,,,,1,,,,,,,,1
2007,73,塩釜口,4659438,0,,,,,1,,,,,,,,1
2008,73,塩釜口,4757303,0,,,,,1,,,,,,,,1
2009,73,塩釜口,4652797,0,,,,,1,,,,,,,,1
2010,73,塩釜口,4902127,0,,,,,1,,,,,,,,1
2011,73,塩釜口,4278775,0,,,,,1,,,,,,,,1
2012,73,塩釜口,4360246,0,,,,,1,,,,,,,,1
2013,73,塩釜口,4515170,0,,,,,1,,,,,,,,1
2014,73,塩釜口,4541592,0,,,,,1,,,,,,,,1
2015,73,塩釜口,4625057,0,,,,,1,,,,,,,,1
1991,74,植田,2532582,0,,,,,1,,,,,,,,1
1992,74,植田,2469152,0,,,,,1,,,,,,,,1
1993,74,植田,2533297,0,,,,,1,,,,,,,,1
1994,74,植田,2481992,0,,,,,1,,,,,,,,1
1995,74,植田,2616138,0,,,,,1,,,,,,,,1
1996,74,植田,2512146,0,,,,,1,,,,,,,,1
1997,74,植田,2664878,0,,,,,1,,,,,,,,1
1998,74,植田,2639812,0,,,,,1,,,,,,,,1
1999,74,植田,2637833,0,,,,,1,,,,,,,,1
2000,74,植田,2627315,0,,,,,1,,,,,,,,1
2001,74,植田,2830328,0,,,,,1,,,,,,,,1
2002,74,植田,2865202,0,,,,,1,,,,,,,,1
2003,74,植田,3079654,0,,,,,1,,,,,,,,1
2004,74,植田,2833302,0,,,,,1,,,,,,,,1
2005,74,植田,2954215,0,,,,,1,,,,,,,,1
2006,74,植田,2979802,0,,,,,1,,,,,,,,1
2007,74,植田,3028283,0,,,,,1,,,,,,,,1
2008,74,植田,3074106,0,,,,,1,,,,,,,,1
2009,74,植田,3035064,0,,,,,1,,,,,,,,1
2010,74,植田,2986371,0,,,,,1,,,,,,,,1
2011,74,植田,2905225,0,,,,,1,,,,,,,,1
2012,74,植田,2988774,0,,,,,1,,,,,,,,1
2013,74,植田,3096513,0,,,,,1,,,,,,,,1
2014,74,植田,3131673,0,,,,,1,,,,,,,,1
2015,74,植田,3208847,0,,,,,1,,,,,,,,1
1991,75,原,4035753,0,,,,,1,,,,,,,,1
1992,75,原,3864492,0,,,,,1,,,,,,,,1
1993,75,原,3890400,0,,,,,1,,,,,,,,1
1994,75,原,3475504,0,,,,,1,,,,,,,,1
1995,75,原,3341239,0,,,,,1,,,,,,,,1
1996,75,原,3276623,0,,,,,1,,,,,,,,1
1997,75,原,3242805,0,,,,,1,,,,,,,,1
1998,75,原,3206951,0,,,,,1,,,,,,,,1
1999,75,原,3149954,0,,,,,1,,,,,,,,1
2000,75,原,3201417,0,,,,,1,,,,,,,,1
2001,75,原,3493570,0,,,,,1,,,,,,,,1
2002,75,原,3570038,0,,,,,1,,,,,,,,1
2003,75,原,3675349,0,,,,,1,,,,,,,,1
2004,75,原,3561522,0,,,,,1,,,,,,,,1
2005,75,原,3925524,0,,,,,1,,,,,,,,1
2006,75,原,4047621,0,,,,,1,,,,,,,,1
2007,75,原,4108046,0,,,,,1,,,,,,,,1
2008,75,原,4113043,0,,,,,1,,,,,,,,1
2009,75,原,4075995,0,,,,,1,,,,,,,,1
2010,75,原,4047766,0,,,,,1,,,,,,,,1
2011,75,原,3324927,0,,,,,1,,,,,,,,1
2012,75,原,3381760,0,,,,,1,,,,,,,,1
2013,75,原,3485407,0,,,,,1,,,,,,,,1
2014,75,原,3476369,0,,,,,1,,,,,,,,1
2015,75,原,3604582,0,,,,,1,,,,,,,,1
1991,76,平針,2156328,0,,,,,1,,,,,,,,1
1992,76,平針,2273814,0,,,,,1,,,,,,,,1
1993,76,平針,2210885,0,,,,,1,,,,,,,,1
1994,76,平針,2324766,0,,,,,1,,,,,,,,1
1995,76,平針,2436671,0,,,,,1,,,,,,,,1
1996,76,平針,2486406,0,,,,,1,,,,,,,,1
1997,76,平針,2404880,0,,,,,1,,,,,,,,1
1998,76,平針,2421665,0,,,,,1,,,,,,,,1
1999,76,平針,2482059,0,,,,,1,,,,,,,,1
2000,76,平針,2454414,0,,,,,1,,,,,,,,1
2001,76,平針,2759789,0,,,,,1,,,,,,,,1
2002,76,平針,2713723,0,,,,,1,,,,,,,,1
2003,76,平針,2803794,0,,,,,1,,,,,,,,1
2004,76,平針,2696177,0,,,,,1,,,,,,,,1
2005,76,平針,2821137,0,,,,,1,,,,,,,,1
2006,76,平針,2896337,0,,,,,1,,,,,,,,1
2007,76,平針,2928967,0,,,,,1,,,,,,,,1
2008,76,平針,2916019,0,,,,,1,,,,,,,,1
2009,76,平針,2836214,0,,,,,1,,,,,,,,1
2010,76,平針,2803465,0,,,,,1,,,,,,,,1
2011,76,平針,2647268,0,,,,,1,,,,,,,,1
2012,76,平針,2667415,0,,,,,1,,,,,,,,1
2013,76,平針,2800426,0,,,,,1,,,,,,,,1
2014,76,平針,2835546,0,,,,,1,,,,,,,,1
2015,76,平針,2949423,0,,,,,1,,,,,,,,1
1991,77,赤池,9037812,0,,,,,1,,,,,,,,1
1992,77,赤池,8828237,0,,,,,1,,,,,,,,1
1993,77,赤池,8129068,0,,,,,1,,,,,,,,1
1994,77,赤池,8285772,0,,,,,1,,,,,,,,1
1995,77,赤池,8676838,0,,,,,1,,,,,,,,1
1996,77,赤池,9120750,0,,,,,1,,,,,,,,1
1997,77,赤池,8647765,0,,,,,1,,,,,,,,1
1998,77,赤池,8908060,0,,,,,1,,,,,,,,1
1999,77,赤池,8922723,0,,,,,1,,,,,,,,1
2000,77,赤池,8883174,0,,,,,1,,,,,,,,1
2001,77,赤池,10268374,0,,,,,1,,,,,,,,1
2002,77,赤池,10555053,0,,,,,1,,,,,,,,1
2003,77,赤池,9659462,0,,,,,1,,,,,,,,1
2004,77,赤池,11061725,0,,,,,1,,,,,,,,1
2005,77,赤池,11344147,0,,,,,1,,,,,,,,1
2006,77,赤池,11479541,0,,,,,1,,,,,,,,1
2007,77,赤池,11552743,0,,,,,1,,,,,,,,1
2008,77,赤池,11839833,0,,,,,1,,,,,,,,1
2009,77,赤池,11510388,0,,,,,1,,,,,,,,1
2010,77,赤池,12083720,0,,,,,1,,,,,,,,1
2011,77,赤池,9680876,0,,,,,1,,,,,,,,1
2012,77,赤池,9660750,0,,,,,1,,,,,,,,1
2013,77,赤池,10034783,0,,,,,1,,,,,,,,1
2014,77,赤池,10163353,0,,,,,1,,,,,,,,1
2015,77,赤池,10495314,0,,,,,1,,,,,,,,1
1991,78,中村区役所,1404774,1,,,,,,1,,,,,,,1
1992,78,中村区役所,1445420,1,,,,,,1,,,,,,,1
1993,78,中村区役所,1551675,1,,,,,,1,,,,,,,1
1994,78,中村区役所,1554300,1,,,,,,1,,,,,,,1
1995,78,中村区役所,1650687,1,,,,,,1,,,,,,,1
1996,78,中村区役所,1670237,1,,,,,,1,,,,,,,1
1997,78,中村区役所,1599227,1,,,,,,1,,,,,,,1
1998,78,中村区役所,1684937,1,,,,,,1,,,,,,,1
1999,78,中村区役所,1648531,1,,,,,,1,,,,,,,1
2000,78,中村区役所,1711341,1,,,,,,1,,,,,,,1
2001,78,中村区役所,1824326,1,,,,,,1,,,,,,,1
2002,78,中村区役所,1921632,1,,,,,,1,,,,,,,1
2003,78,中村区役所,1941460,1,,,,,,1,,,,,,,1
2004,78,中村区役所,1763229,1,,,,,,1,,,,,,,1
2005,78,中村区役所,1843945,1,,,,,,1,,,,,,,1
2006,78,中村区役所,1882619,1,,,,,,1,,,,,,,1
2007,78,中村区役所,1880402,1,,,,,,1,,,,,,,1
2008,78,中村区役所,1930290,1,,,,,,1,,,,,,,1
2009,78,中村区役所,1860284,1,,,,,,1,,,,,,,1
2010,78,中村区役所,1771882,1,,,,,,1,,,,,,,1
2011,78,中村区役所,1828429,1,,,,,,1,,,,,,,1
2012,78,中村区役所,1906638,1,,,,,,1,,,,,,,1
2013,78,中村区役所,1996769,1,,,,,,1,,,,,,,1
2014,78,中村区役所,2043486,1,,,,,,1,,,,,,,1
2015,78,中村区役所,2114713,1,,,,,,1,,,,,,,1
1991,79,名古屋,15238341,0,,,,,,1,,,,,,,1
1992,79,名古屋,15671095,0,,,,,,1,,,,,,,1
1993,79,名古屋,15653191,0,,,,,,1,,,,,,,1
1994,79,名古屋,15783755,0,,,,,,1,,,,,,,1
1995,79,名古屋,16133435,0,,,,,,1,,,,,,,1
1996,79,名古屋,16151052,0,,,,,,1,,,,,,,1
1997,79,名古屋,15703476,0,,,,,,1,,,,,,,1
1998,79,名古屋,15687799,0,,,,,,1,,,,,,,1
1999,79,名古屋,15263018,0,,,,,,1,,,,,,,1
2000,79,名古屋,15732956,0,,,,,,1,,,,,,,1
2001,79,名古屋,17678146,0,,,,,,1,,,,,,,1
2002,79,名古屋,17549454,0,,,,,,1,,,,,,,1
2003,79,名古屋,16561455,0,,,,,,1,,,,,,,1
2004,79,名古屋,16854544,0,,,,,,1,,,,,,,1
2005,79,名古屋,17201837,0,,,,,,1,,,,,,,1
2006,79,名古屋,17433287,0,,,,,,1,,,,,,,1
2007,79,名古屋,17716718,0,,,,,,1,,,,,,,1
2008,79,名古屋,17521773,0,,,,,,1,,,,,,,1
2009,79,名古屋,16933594,0,,,,,,1,,,,,,,1
2010,79,名古屋,17496785,0,,,,,,1,,,,,,,1
2011,79,名古屋,17276834,0,,,,,,1,,,,,,,1
2012,79,名古屋,17687896,0,,,,,,1,,,,,,,1
2013,79,名古屋,18477858,0,,,,,,1,,,,,,,1
2014,79,名古屋,18646741,0,,,,,,1,,,,,,,1
2015,79,名古屋,19157876,0,,,,,,1,,,,,,,1
1991,80,国際ｾﾝﾀｰ,1364066,0,,,,,,1,,,,,,,1
1992,80,国際ｾﾝﾀｰ,1476288,0,,,,,,1,,,,,,,1
1993,80,国際ｾﾝﾀｰ,1526098,0,,,,,,1,,,,,,,1
1994,80,国際ｾﾝﾀｰ,1639510,0,,,,,,1,,,,,,,1
1995,80,国際ｾﾝﾀｰ,1772898,0,,,,,,1,,,,,,,1
1996,80,国際ｾﾝﾀｰ,1780078,0,,,,,,1,,,,,,,1
1997,80,国際ｾﾝﾀｰ,1707933,0,,,,,,1,,,,,,,1
1998,80,国際ｾﾝﾀｰ,1815113,0,,,,,,1,,,,,,,1
1999,80,国際ｾﾝﾀｰ,1798371,0,,,,,,1,,,,,,,1
2000,80,国際ｾﾝﾀｰ,1697369,0,,,,,,1,,,,,,,1
2001,80,国際ｾﾝﾀｰ,1796341,0,,,,,,1,,,,,,,1
2002,80,国際ｾﾝﾀｰ,1917393,0,,,,,,1,,,,,,,1
2003,80,国際ｾﾝﾀｰ,1890832,0,,,,,,1,,,,,,,1
2004,80,国際ｾﾝﾀｰ,1592253,0,,,,,,1,,,,,,,1
2005,80,国際ｾﾝﾀｰ,1534688,0,,,,,,1,,,,,,,1
2006,80,国際ｾﾝﾀｰ,1536285,0,,,,,,1,,,,,,,1
2007,80,国際ｾﾝﾀｰ,1551537,0,,,,,,1,,,,,,,1
2008,80,国際ｾﾝﾀｰ,1554543,0,,,,,,1,,,,,,,1
2009,80,国際ｾﾝﾀｰ,1539584,0,,,,,,1,,,,,,,1
2010,80,国際ｾﾝﾀｰ,1551913,0,,,,,,1,,,,,,,1
2011,80,国際ｾﾝﾀｰ,1647031,0,,,,,,1,,,,,,,1
2012,80,国際ｾﾝﾀｰ,1709602,0,,,,,,1,,,,,,,1
2013,80,国際ｾﾝﾀｰ,1798656,0,,,,,,1,,,,,,,1
2014,80,国際ｾﾝﾀｰ,1897757,0,,,,,,1,,,,,,,1
2015,80,国際ｾﾝﾀｰ,2038330,0,,,,,,1,,,,,,,1
1991,81,丸の内,3352159,0,,,,,,1,,,,,,,1
1992,81,丸の内,3522071,0,,,,,,1,,,,,,,1
1993,81,丸の内,3315584,0,,,,,,1,,,,,,,1
1994,81,丸の内,3887710,0,,,,,,1,,,,,,,1
1995,81,丸の内,4074959,0,,,,,,1,,,,,,,1
1996,81,丸の内,4047619,0,,,,,,1,,,,,,,1
1997,81,丸の内,3990717,0,,,,,,1,,,,,,,1
1998,81,丸の内,3964160,0,,,,,,1,,,,,,,1
1999,81,丸の内,3707665,0,,,,,,1,,,,,,,1
2000,81,丸の内,3830829,0,,,,,,1,,,,,,,1
2001,81,丸の内,3943208,0,,,,,,1,,,,,,,1
2002,81,丸の内,4006104,0,,,,,,1,,,,,,,1
2003,81,丸の内,3715206,0,,,,,,1,,,,,,,1
2004,81,丸の内,3367557,0,,,,,,1,,,,,,,1
2005,81,丸の内,3323808,0,,,,,,1,,,,,,,1
2006,81,丸の内,3344123,0,,,,,,1,,,,,,,1
2007,81,丸の内,3501007,0,,,,,,1,,,,,,,1
2008,81,丸の内,3264869,0,,,,,,1,,,,,,,1
2009,81,丸の内,3108838,0,,,,,,1,,,,,,,1
2010,81,丸の内,3103395,0,,,,,,1,,,,,,,1
2011,81,丸の内,3342497,0,,,,,,1,,,,,,,1
2012,81,丸の内,3515809,0,,,,,,1,,,,,,,1
2013,81,丸の内,3782406,0,,,,,,1,,,,,,,1
2014,81,丸の内,3966022,0,,,,,,1,,,,,,,1
2015,81,丸の内,4127736,0,,,,,,1,,,,,,,1
1991,82,久屋大通,3419083,0,,,,,,1,,,,,,,1
1992,82,久屋大通,3612380,0,,,,,,1,,,,,,,1
1993,82,久屋大通,3652223,0,,,,,,1,,,,,,,1
1994,82,久屋大通,4811235,0,,,,,,1,,,,,,,1
1995,82,久屋大通,4806522,0,,,,,,1,,,,,,,1
1996,82,久屋大通,4901438,0,,,,,,1,,,,,,,1
1997,82,久屋大通,4907736,0,,,,,,1,,,,,,,1
1998,82,久屋大通,4929354,0,,,,,,1,,,,,,,1
1999,82,久屋大通,4940688,0,,,,,,1,,,,,,,1
2000,82,久屋大通,4929365,0,,,,,,1,,,,,,,1
2001,82,久屋大通,5320352,0,,,,,,1,,,,,,,1
2002,82,久屋大通,5574484,0,,,,,,1,,,,,,,1
2003,82,久屋大通,4988930,0,,,,,,1,,,,,,,1
2004,82,久屋大通,4549472,0,,,,,,1,,,,,,,1
2005,82,久屋大通,4475644,0,,,,,,1,,,,,,,1
2006,82,久屋大通,4591263,0,,,,,,1,,,,,,,1
2007,82,久屋大通,4477517,0,,,,,,1,,,,,,,1
2008,82,久屋大通,4685367,0,,,,,,1,,,,,,,1
2009,82,久屋大通,4493022,0,,,,,,1,,,,,,,1
2010,82,久屋大通,4335808,0,,,,,,1,,,,,,,1
2011,82,久屋大通,4560100,0,,,,,,1,,,,,,,1
2012,82,久屋大通,4679279,0,,,,,,1,,,,,,,1
2013,82,久屋大通,4770098,0,,,,,,1,,,,,,,1
2014,82,久屋大通,4813089,0,,,,,,1,,,,,,,1
2015,82,久屋大通,5033032,0,,,,,,1,,,,,,,1
1991,83,高岳,1956181,0,,,,,,1,,,,,,,1
1992,83,高岳,1936231,0,,,,,,1,,,,,,,1
1993,83,高岳,1975727,0,,,,,,1,,,,,,,1
1994,83,高岳,2383059,0,,,,,,1,,,,,,,1
1995,83,高岳,2475259,0,,,,,,1,,,,,,,1
1996,83,高岳,2404018,0,,,,,,1,,,,,,,1
1997,83,高岳,2414763,0,,,,,,1,,,,,,,1
1998,83,高岳,2422087,0,,,,,,1,,,,,,,1
1999,83,高岳,2390898,0,,,,,,1,,,,,,,1
2000,83,高岳,2386605,0,,,,,,1,,,,,,,1
2001,83,高岳,2674459,0,,,,,,1,,,,,,,1
2002,83,高岳,2745587,0,,,,,,1,,,,,,,1
2003,83,高岳,2594811,0,,,,,,1,,,,,,,1
2004,83,高岳,2169459,0,,,,,,1,,,,,,,1
2005,83,高岳,2201566,0,,,,,,1,,,,,,,1
2006,83,高岳,2201457,0,,,,,,1,,,,,,,1
2007,83,高岳,2328644,0,,,,,,1,,,,,,,1
2008,83,高岳,2401372,0,,,,,,1,,,,,,,1
2009,83,高岳,2422575,0,,,,,,1,,,,,,,1
2010,83,高岳,2431842,0,,,,,,1,,,,,,,1
2011,83,高岳,2579422,0,,,,,,1,,,,,,,1
2012,83,高岳,2684873,0,,,,,,1,,,,,,,1
2013,83,高岳,2771514,0,,,,,,1,,,,,,,1
2014,83,高岳,2851722,0,,,,,,1,,,,,,,1
2015,83,高岳,2909632,0,,,,,,1,,,,,,,1
1991,84,車道,2105640,0,,,,,,1,,,,,,,1
1992,84,車道,2106287,0,,,,,,1,,,,,,,1
1993,84,車道,2125176,0,,,,,,1,,,,,,,1
1994,84,車道,2063915,0,,,,,,1,,,,,,,1
1995,84,車道,2082339,0,,,,,,1,,,,,,,1
1996,84,車道,2497164,0,,,,,,1,,,,,,,1
1997,84,車道,2120827,0,,,,,,1,,,,,,,1
1998,84,車道,1988051,0,,,,,,1,,,,,,,1
1999,84,車道,1962691,0,,,,,,1,,,,,,,1
2000,84,車道,2149871,0,,,,,,1,,,,,,,1
2001,84,車道,2368660,0,,,,,,1,,,,,,,1
2002,84,車道,2394710,0,,,,,,1,,,,,,,1
2003,84,車道,2624779,0,,,,,,1,,,,,,,1
2004,84,車道,2331005,0,,,,,,1,,,,,,,1
2005,84,車道,2388517,0,,,,,,1,,,,,,,1
2006,84,車道,2454981,0,,,,,,1,,,,,,,1
2007,84,車道,2503624,0,,,,,,1,,,,,,,1
2008,84,車道,2573778,0,,,,,,1,,,,,,,1
2009,84,車道,2463759,0,,,,,,1,,,,,,,1
2010,84,車道,2551394,0,,,,,,1,,,,,,,1
2011,84,車道,2459509,0,,,,,,1,,,,,,,1
2012,84,車道,2395803,0,,,,,,1,,,,,,,1
2013,84,車道,2450224,0,,,,,,1,,,,,,,1
2014,84,車道,2484013,0,,,,,,1,,,,,,,1
2015,84,車道,2578452,0,,,,,,1,,,,,,,1
1991,85,今池,2358996,0,,,,,,1,,,,,,,1
1992,85,今池,2253689,0,,,,,,1,,,,,,,1
1993,85,今池,2330430,0,,,,,,1,,,,,,,1
1994,85,今池,2978277,0,,,,,,1,,,,,,,1
1995,85,今池,3054972,0,,,,,,1,,,,,,,1
1996,85,今池,3024586,0,,,,,,1,,,,,,,1
1997,85,今池,2873658,0,,,,,,1,,,,,,,1
1998,85,今池,2980670,0,,,,,,1,,,,,,,1
1999,85,今池,2867305,0,,,,,,1,,,,,,,1
2000,85,今池,2830449,0,,,,,,1,,,,,,,1
2001,85,今池,3017384,0,,,,,,1,,,,,,,1
2002,85,今池,3046503,0,,,,,,1,,,,,,,1
2003,85,今池,3171627,0,,,,,,1,,,,,,,1
2004,85,今池,3029315,0,,,,,,1,,,,,,,1
2005,85,今池,2793768,0,,,,,,1,,,,,,,1
2006,85,今池,2848872,0,,,,,,1,,,,,,,1
2007,85,今池,2803668,0,,,,,,1,,,,,,,1
2008,85,今池,2862869,0,,,,,,1,,,,,,,1
2009,85,今池,2827039,0,,,,,,1,,,,,,,1
2010,85,今池,2759804,0,,,,,,1,,,,,,,1
2011,85,今池,2806661,0,,,,,,1,,,,,,,1
2012,85,今池,2841469,0,,,,,,1,,,,,,,1
2013,85,今池,2947532,0,,,,,,1,,,,,,,1
2014,85,今池,3085352,0,,,,,,1,,,,,,,1
2015,85,今池,3154504,0,,,,,,1,,,,,,,1
1991,86,吹上,,0,,,,,,,,,,,,,0
1992,86,吹上,,0,,,,,,,,,,,,,0
1993,86,吹上,5600,0,,,,,,1,,,,,,,1
1994,86,吹上,1396144,0,,,,,,1,,,,,,,1
1995,86,吹上,1572565,0,,,,,,1,,,,,,,1
1996,86,吹上,1639424,0,,,,,,1,,,,,,,1
1997,86,吹上,1637833,0,,,,,,1,,,,,,,1
1998,86,吹上,2058730,0,,,,,,1,,,,,,,1
1999,86,吹上,1856151,0,,,,,,1,,,,,,,1
2000,86,吹上,1961876,0,,,,,,1,,,,,,,1
2001,86,吹上,2141684,0,,,,,,1,,,,,,,1
2002,86,吹上,2250465,0,,,,,,1,,,,,,,1
2003,86,吹上,2414800,0,,,,,,1,,,,,,,1
2004,86,吹上,2282423,0,,,,,,1,,,,,,,1
2005,86,吹上,2275538,0,,,,,,1,,,,,,,1
2006,86,吹上,2273438,0,,,,,,1,,,,,,,1
2007,86,吹上,2247425,0,,,,,,1,,,,,,,1
2008,86,吹上,2282632,0,,,,,,1,,,,,,,1
2009,86,吹上,2252576,0,,,,,,1,,,,,,,1
2010,86,吹上,2215552,0,,,,,,1,,,,,,,1
2011,86,吹上,2391401,0,,,,,,1,,,,,,,1
2012,86,吹上,2441213,0,,,,,,1,,,,,,,1
2013,86,吹上,2539316,0,,,,,,1,,,,,,,1
2014,86,吹上,2534022,0,,,,,,1,,,,,,,1
2015,86,吹上,2654100,0,,,,,,1,,,,,,,1
1991,87,御器所,,0,,,,,,,,,,,,,0
1992,87,御器所,,0,,,,,,,,,,,,,0
1993,87,御器所,5916,0,,,,,,1,,,,,,,1
1994,87,御器所,1138888,0,,,,,,1,,,,,,,1
1995,87,御器所,1287549,0,,,,,,1,,,,,,,1
1996,87,御器所,1402742,0,,,,,,1,,,,,,,1
1997,87,御器所,1436240,0,,,,,,1,,,,,,,1
1998,87,御器所,1427838,0,,,,,,1,,,,,,,1
1999,87,御器所,1460219,0,,,,,,1,,,,,,,1
2000,87,御器所,1520786,0,,,,,,1,,,,,,,1
2001,87,御器所,1658755,0,,,,,,1,,,,,,,1
2002,87,御器所,1700249,0,,,,,,1,,,,,,,1
2003,87,御器所,1783561,0,,,,,,1,,,,,,,1
2004,87,御器所,1703749,0,,,,,,1,,,,,,,1
2005,87,御器所,1740638,0,,,,,,1,,,,,,,1
2006,87,御器所,1713476,0,,,,,,1,,,,,,,1
2007,87,御器所,1798093,0,,,,,,1,,,,,,,1
2008,87,御器所,1788296,0,,,,,,1,,,,,,,1
2009,87,御器所,1855365,0,,,,,,1,,,,,,,1
2010,87,御器所,1826382,0,,,,,,1,,,,,,,1
2011,87,御器所,1877889,0,,,,,,1,,,,,,,1
2012,87,御器所,1896385,0,,,,,,1,,,,,,,1
2013,87,御器所,1936726,0,,,,,,1,,,,,,,1
2014,87,御器所,1977555,0,,,,,,1,,,,,,,1
2015,87,御器所,2080003,0,,,,,,1,,,,,,,1
1991,88,桜山,,0,,,,,,,,,,,,,0
1992,88,桜山,,0,,,,,,,,,,,,,0
1993,88,桜山,11619,0,,,,,,1,,,,,,,1
1994,88,桜山,2654697,0,,,,,,1,,,,,,,1
1995,88,桜山,2890035,0,,,,,,1,,,,,,,1
1996,88,桜山,3053669,0,,,,,,1,,,,,,,1
1997,88,桜山,3006375,0,,,,,,1,,,,,,,1
1998,88,桜山,3189688,0,,,,,,1,,,,,,,1
1999,88,桜山,3308434,0,,,,,,1,,,,,,,1
2000,88,桜山,3352035,0,,,,,,1,,,,,,,1
2001,88,桜山,3486258,0,,,,,,1,,,,,,,1
2002,88,桜山,3447202,0,,,,,,1,,,,,,,1
2003,88,桜山,3844491,0,,,,,,1,,,,,,,1
2004,88,桜山,3220037,0,,,,,,1,,,,,,,1
2005,88,桜山,3467901,0,,,,,,1,,,,,,,1
2006,88,桜山,3595555,0,,,,,,1,,,,,,,1
2007,88,桜山,3777164,0,,,,,,1,,,,,,,1
2008,88,桜山,3843118,0,,,,,,1,,,,,,,1
2009,88,桜山,3818865,0,,,,,,1,,,,,,,1
2010,88,桜山,3969275,0,,,,,,1,,,,,,,1
2011,88,桜山,3920409,0,,,,,,1,,,,,,,1
2012,88,桜山,4037781,0,,,,,,1,,,,,,,1
2013,88,桜山,4190804,0,,,,,,1,,,,,,,1
2014,88,桜山,4239385,0,,,,,,1,,,,,,,1
2015,88,桜山,4423913,0,,,,,,1,,,,,,,1
1991,89,瑞穂区役所,,0,,,,,,,,,,,,,0
1992,89,瑞穂区役所,,0,,,,,,,,,,,,,0
